0,0,99999
247374,0,223
248976,0,2
250013,0,212
251118,0,2
252152,0,121
252890,0,1
253922,0,123
254934,0,1
255970,0,111
256868,0,2
257902,0,211
258653,0,2
259685,0,122
260461,0,1
261494,0,123
262616,0,1
263651,0,112
264469,0,2
265505,0,212
266311,0,2
267350,0,121
268010,0,1
269044,0,213
269836,0,2
270871,0,112
271557,0,2
272591,0,122
273159,0,1
274195,0,221
274790,0,1
275824,0,212
276517,0,2
277550,0,123
278620,0,1
279654,0,111
280341,0,2
281379,0,113
282082,0,2
283118,0,123
284230,0,1
285276,0,221
285935,0,1
286971,0,113
287829,0,2
288866,0,121
289415,0,1
290451,0,121
291062,0,1
292100,0,223
292920,0,1
293956,0,112
294618,0,2
295658,0,212
296354,0,2
297393,0,113
298103,0,2
299141,0,222
299798,0,1
300837,0,112
301603,0,2
302649,0,222
303236,0,1
304270,0,111
304800,0,2
305840,0,221
306428,0,1
307466,0,123
308220,0,1
309256,0,213
310072,0,2
311109,0,122
311866,0,1
312904,0,112
313534,0,2
314571,0,221
315122,0,1
316162,0,221
316679,0,1
317721,0,222
318270,0,1
319312,0,111
320078,0,2
321116,0,223
322274,0,1
323312,0,223
324118,0,1
325155,0,211
326016,0,2
327055,0,121
327633,0,1
328671,0,213
329415,0,2
330454,0,211
331222,0,2
332260,0,113
333058,0,2
334095,0,122
334730,0,1
335767,0,122
336563,0,1
337607,0,223
338345,0,2
339382,0,111
340560,0,2
341597,0,222
342297,0,1
343336,0,212
344020,0,2
345057,0,222
345785,0,1
346822,0,211
347503,0,2
348542,0,213
349213,0,2
350252,0,211
350972,0,2
352010,0,213
352946,0,2
353983,0,113
354805,0,2
381792,0,212
383106,0,2
384137,0,111
384752,0,2
385783,0,113
386426,0,2
387457,0,221
388057,0,1
389088,0,112
389795,0,2
390828,0,213
391595,0,2
392624,0,121
393212,0,1
394242,0,122
394891,0,1
395921,0,223
397738,0,2
398768,0,211
399392,0,2
400427,0,123
401592,0,1
402622,0,212
403490,0,2
404520,0,121
405248,0,1
406278,0,123
407157,0,1
408188,0,211
409248,0,2
410279,0,113
411052,0,2
412084,0,221
412687,0,1
413719,0,112
414744,0,2
415777,0,221
416433,0,1
417463,0,122
418408,0,1
419445,0,222
420107,0,1
421139,0,222
421973,0,1
423006,0,121
423743,0,1
424774,0,111
425419,0,2
426452,0,211
427184,0,2
428219,0,111
429077,0,2
430113,0,223
431105,0,1
432138,0,121
432777,0,1
433810,0,223
434583,0,1
435618,0,221
436329,0,1
437369,0,213
438092,0,2
439125,0,222
439772,0,1
440805,0,113
441409,0,2
442442,0,122
443056,0,1
444091,0,212
444731,0,2
445766,0,211
446327,0,2
447363,0,223
448265,0,2
449301,0,213
450054,0,2
451090,0,123
451876,0,1
452911,0,113
453634,0,2
454674,0,112
455486,0,2
456520,0,211
457199,0,2
458234,0,121
458828,0,1
459862,0,112
460459,0,2
461494,0,111
462212,0,2
463246,0,113
464045,0,2
465077,0,123
465835,0,1
466869,0,223
468023,0,1
469059,0,221
469712,0,1
470746,0,122
471464,0,1
472506,0,212
473277,0,2
474309,0,123
475547,0,1
476582,0,213
477508,0,2
478543,0,212
479248,0,2
480285,0,112
481088,0,2
482122,0,111
482824,0,2
483860,0,222
484508,0,1
485543,0,213
486252,0,2
487285,0,122
487906,0,1
488942,0,222
489611,0,1
522003,0,221
522580,0,1
523611,0,221
524154,0,1
525185,0,223
526171,0,1
527201,0,122
527934,0,1
528967,0,211
529632,0,2
530662,0,123
531453,0,1
532482,0,111
533063,0,2
534092,0,211
534719,0,2
535748,0,111
536456,0,2
537486,0,113
538109,0,2
539143,0,223
540096,0,1
541125,0,111
541798,0,2
542829,0,223
543534,0,1
544565,0,222
545156,0,1
546187,0,121
547169,0,1
548198,0,121
548719,0,1
549750,0,113
550403,0,2
551434,0,122
552061,0,1
553091,0,112
553691,0,2
554722,0,113
555284,0,2
556319,0,123
557100,0,1
558131,0,122
558751,0,1
559782,0,212
560395,0,2
561425,0,212
562013,0,2
563045,0,221
563725,0,1
564758,0,213
565422,0,2
566454,0,123
567319,0,1
568352,0,121
569059,0,1
570092,0,112
570878,0,2
571911,0,122
572599,0,1
573638,0,211
574210,0,2
575243,0,123
575845,0,1
576885,0,211
577780,0,2
578814,0,111
579379,0,2
580414,0,221
581005,0,1
582042,0,121
582597,0,1
583632,0,222
584312,0,1
585347,0,222
586086,0,1
587123,0,212
587772,0,2
588806,0,113
589483,0,2
590522,0,211
591113,0,2
592148,0,212
592805,0,2
593841,0,112
594654,0,2
595687,0,223
596411,0,1
597448,0,111
598238,0,2
599273,0,112
599867,0,2
600903,0,221
601464,0,1
602499,0,123
603277,0,1
604311,0,112
604895,0,2
605928,0,113
606524,0,2
607565,0,122
608174,0,1
609207,0,223
610993,0,1
612028,0,213
612979,0,2
614017,0,213
614643,0,2
615681,0,213
616634,0,2
617668,0,213
618471,0,2
619505,0,121
620376,0,2
621413,0,212
622332,0,2
623367,0,222
624043,0,1
625079,0,222
NA,NA,NA
